fun_score,id_suggest,noun,adjective,context,shatter
50,foreclosure_boot_jack,boot jack,foreclosure,padlocked,maybe
50,foreclosure_bottle_ship_broken,bottle ship broken,foreclosure,glued shut,maybe
50,foreclosure_djembe,djembe,foreclosure,smelling of smoke,maybe
50,foreclosure_furniture_dolly,furniture dolly,foreclosure,with the wrong remote,maybe
50,foreclosure_gloves_boxing,gloves boxing,foreclosure,labeled FREE,maybe
50,foreclosure_guinea_pig_castle,guinea pig castle,foreclosure,won at carnival,maybe
50,foreclosure_napkin_rings,napkin rings,foreclosure,from a fire sale,maybe
50,foreclosure_prank_call_book,prank call book,foreclosure,taped shut,maybe
50,foreclosure_pulse_oximeter,pulse oximeter,foreclosure,labeled MOM,maybe
50,foreclosure_rune_stones,rune stones,foreclosure,full of coins,maybe
50,foreclosure_sling_wrap,sling wrap,foreclosure,from a flood,maybe
50,foreclosure_soda_siphon,soda siphon,foreclosure,wrapped in newspaper,maybe
50,foreclosure_teleprompter_diy,teleprompter DIY,foreclosure,with a receipt,maybe
50,foreclosure_toilet_auger,toilet auger,foreclosure,smelling of perfume,maybe
50,foreclosure_training_dummy,training dummy,foreclosure,with instructions missing page 2,maybe
50,foreclosure_tuba_kids,tuba kids,foreclosure,with a receipt,maybe
50,lab_cake_stand,cake stand,lab,wrapped in newspaper,maybe
50,lab_candelabra,candelabra,lab,full of rice,maybe
50,lab_chess_set_ivory_fake,chess set ivory fake,lab,labeled DO NOT SELL,maybe
50,lab_coaster_cork,coaster cork,lab,with a photo,maybe
50,lab_fabric_shaver,fabric shaver,lab,taped shut,maybe
50,lab_flight_harness,flight harness,lab,labeled FREE,maybe
50,lab_hospital_tray,hospital tray,lab,full of rice,maybe
50,lab_life_ring,life ring,lab,labeled DO NOT SELL,maybe
50,lab_marionette,marionette,lab,with no power cord,maybe
50,lab_opera_glasses,opera glasses,lab,smelling of smoke,yes
50,lab_ph_meter,pH meter,lab,won at carnival,maybe
50,lab_pin_cushion_tomato,pin cushion tomato,lab,padlocked,maybe
50,lab_skate_helmet,skate helmet,lab,smelling of smoke,maybe
50,lab_snorkel_set,snorkel set,lab,with mouse droppings,maybe
50,lab_t_square,T-square,lab,labeled DO NOT SELL,maybe
50,lab_torch_kit,torch kit,lab,zip-tied,maybe
50,lab_window_perch,window perch,lab,glued shut,maybe
50,limited_cootie_catcher_pack,cootie catcher pack,limited,zip-tied,maybe
50,limited_flute_school,flute school,limited,padlocked,maybe
50,limited_frisbee_glow,frisbee glow,limited,wrapped in newspaper,maybe
50,limited_ironing_board,ironing board,limited,with mouse droppings,maybe
50,limited_magic_8_ball,magic 8 ball,limited,with a note,maybe
50,limited_mister_bottle,mister bottle,limited,labeled DO NOT SELL,maybe
50,limited_sparkler_box,sparkler box,limited,with no power cord,maybe
50,limited_stink_bomb_pack,stink bomb pack,limited,with no power cord,maybe
50,limited_syquest_cartridge,SyQuest cartridge,limited,with instructions missing page 2,maybe
50,limited_syringe_prop,syringe prop,limited,glued shut,maybe
50,plastic_birth_certificate_frame,birth certificate frame,plastic,with the wrong remote,maybe
50,plastic_captain_hat,captain hat,plastic,with no power cord,maybe
50,plastic_dentist_chair_lamp,dentist chair lamp,plastic,smelling of perfume,yes
50,plastic_high_chair,high chair,plastic,never opened,maybe
50,plastic_loom_mini,loom mini,plastic,with instructions missing page 2,maybe
50,plastic_mealworm_farm,mealworm farm,plastic,smelling of smoke,maybe
50,plastic_panini_press,panini press,plastic,from a flood,maybe
50,plastic_pendulum_kit,pendulum kit,plastic,from a flood,maybe
50,plastic_pet_id_tag_engraver,pet ID tag engraver,plastic,labeled DO NOT SELL,maybe
50,plastic_petri_dishes,petri dishes,plastic,taped shut,maybe
50,plastic_ph_meter,pH meter,plastic,labeled DO NOT SELL,maybe
50,plastic_piñata_empty,piñata empty,plastic,glued shut,maybe
50,plastic_punch_card_deck,punch card deck,plastic,with the wrong remote,maybe
50,plastic_sock_puppet_kit,sock puppet kit,plastic,padlocked,maybe
50,plastic_tennis_racket_wood,tennis racket wood,plastic,won at carnival,maybe
50,plastic_tire_iron,tire iron,plastic,with mouse droppings,maybe
50,rusty_bolt_cutters,bolt cutters,rusty,labeled MOM,maybe
50,rusty_breast_pump,breast pump,rusty,full of coins,maybe
50,rusty_butterfly_case,butterfly case,rusty,smelling of smoke,maybe
50,rusty_evp_recorder,EVP recorder,rusty,with a note,maybe
50,rusty_kaleidoscope,kaleidoscope,rusty,with mouse droppings,maybe
50,rusty_laminator,laminator,rusty,smelling of smoke,maybe
50,rusty_life_vest,life vest,rusty,with instructions missing page 2,maybe
50,rusty_mousetrap_pack,mousetrap pack,rusty,smelling of perfume,maybe
50,rusty_unicycle,unicycle,rusty,with no power cord,maybe
50,rusty_x_ray_specs,x-ray specs,rusty,opened once,maybe
50,school_boomerang,boomerang,school,padlocked,maybe
50,school_calligraphy_set,calligraphy set,school,with the wrong remote,maybe
50,school_cape_velvet,cape velvet,school,won at carnival,maybe
50,school_co_detector,CO detector,school,with a note,maybe
50,school_cookbook_stained,cookbook stained,school,with no power cord,maybe
50,school_ghost_detector,ghost detector,school,wrapped in newspaper,maybe
50,school_globe_stand,globe stand,school,smelling of smoke,yes
50,school_hot_water_bottle,hot water bottle,school,with mouse droppings,maybe
50,school_ice_pack_novelty,ice pack novelty,school,from a fire sale,maybe
50,school_knee_pads,knee pads,school,in a trash bag,maybe
50,school_life_vest,life vest,school,with a note,maybe
50,school_mask_gas_antique,mask gas antique,school,in a trash bag,maybe
50,school_pager,pager,school,labeled FREE,maybe
50,school_pet_stroller,pet stroller,school,won at carnival,maybe
50,school_porthole_frame,porthole frame,school,with a note,maybe
50,school_toast_rack,toast rack,school,from a flood,maybe
50,school_ups_battery,UPS battery,school,with a photo,maybe
50,school_yoga_block,yoga block,school,labeled MOM,maybe
50,signed_car_battery,car battery,signed,from a fire sale,maybe
50,signed_compact_mirror,compact mirror,signed,taped shut,maybe
50,signed_corkscrew_fancy,corkscrew fancy,signed,full of coins,maybe
50,signed_dress_form_adjustable,dress form adjustable,signed,smelling of perfume,maybe
50,signed_fiber_optic_lamp,fiber optic lamp,signed,with instructions missing page 2,yes
50,signed_hotel_soap_crate,hotel soap crate,signed,smelling of perfume,maybe
50,signed_jumperoo,jumperoo,signed,smelling of smoke,maybe
50,signed_lucky_cat,lucky cat,signed,smelling of smoke,maybe
50,signed_mealworm_farm,mealworm farm,signed,opened once,maybe
50,signed_mortar_pharmacy,mortar pharmacy,signed,full of sand,maybe
50,signed_muzzle_soft,muzzle soft,signed,with mouse droppings,maybe
50,signed_name_tag_maker,name tag maker,signed,with the wrong remote,maybe
50,signed_prom_dress_bag,prom dress bag,signed,from a flood,maybe
50,signed_roulette_wheel_toy,roulette wheel toy,signed,with a dead battery,maybe
50,signed_shower_head_rain,shower head rain,signed,labeled MOM,maybe
50,signed_singing_bowl,singing bowl,signed,full of sand,maybe
50,signed_throw_blanket,throw blanket,signed,with the wrong remote,maybe
50,signed_toast_rack,toast rack,signed,glued shut,maybe
50,signed_top_hat_rabbit,top hat rabbit,signed,taped shut,maybe
50,signed_torch_kit,torch kit,signed,with a photo,maybe
49,burnt_clicker_training,clicker training,burnt,full of sand,maybe
49,burnt_crucifix_wall,crucifix wall,burnt,with a photo,maybe
49,burnt_dreamcatcher,dreamcatcher,burnt,taped shut,maybe
49,burnt_fly_swatter_set,fly swatter set,burnt,labeled FREE,maybe
49,burnt_iv_stand,IV stand,burnt,labeled DO NOT SELL,maybe
49,burnt_macrame_plant,macrame plant,burnt,labeled FREE,maybe
49,burnt_prayer_beads,prayer beads,burnt,with instructions missing page 2,maybe
49,burnt_throw_blanket,throw blanket,burnt,opened once,maybe
49,burnt_torch_tiki,torch tiki,burnt,with instructions missing page 2,maybe
49,burnt_tuxedo_bag,tuxedo bag,burnt,full of rice,maybe
49,dedicated_airline_sick_bag,airline sick bag,dedicated,in a trash bag,maybe
49,dedicated_alarm_clock_windup,alarm clock windup,dedicated,glued shut,maybe
49,dedicated_baby_monitor_crt,baby monitor CRT,dedicated,opened once,maybe
49,dedicated_baseball_cards_shoe_box,baseball cards shoe box,dedicated,glued shut,maybe
49,dedicated_cake_stand,cake stand,dedicated,full of coins,maybe
49,dedicated_egg_incubator,egg incubator,dedicated,from a fire sale,maybe
49,dedicated_fish_net,fish net,dedicated,with a photo,maybe
49,dedicated_hotel_soap_crate,hotel soap crate,dedicated,from a flood,maybe
49,dedicated_incense_burner,incense burner,dedicated,with mouse droppings,maybe
49,dedicated_lawn_flamingo_pair,lawn flamingo pair,dedicated,with a note,maybe
49,dedicated_music_stand,music stand,dedicated,with a photo,maybe
49,dedicated_pill_bottle_empty,pill bottle empty,dedicated,with mouse droppings,maybe
49,dedicated_rosary,rosary,dedicated,full of coins,maybe
49,dedicated_slow_cooker,slow cooker,dedicated,with mouse droppings,maybe
49,dedicated_stacking_rings,stacking rings,dedicated,with a note,maybe
49,dedicated_whoopee_remote,whoopee remote,dedicated,padlocked,maybe
49,dedicated_yoga_block,yoga block,dedicated,wrapped in newspaper,maybe
49,expired_cb_radio,CB radio,expired,taped shut,maybe
49,expired_clarinet,clarinet,expired,with the wrong remote,maybe
49,expired_coolers_full_of_sand,coolers full of sand,expired,with no power cord,maybe
49,expired_crucifix_wall,crucifix wall,expired,zip-tied,maybe
49,expired_garter,garter,expired,with instructions missing page 2,maybe
49,expired_heating_lamp,heating lamp,expired,smelling of perfume,yes
49,expired_kendama,kendama,expired,with a dead battery,maybe
49,expired_lanyard_bin,lanyard bin,expired,wrapped in newspaper,maybe
49,expired_mixing_board,mixing board,expired,from a fire sale,maybe
49,expired_newton_cradle,newton cradle,expired,padlocked,maybe
49,expired_pie_weights,pie weights,expired,with a note,maybe
49,expired_rice_cooker,rice cooker,expired,opened once,maybe
49,expired_sheet_music_binder,sheet music binder,expired,with instructions missing page 2,maybe
49,expired_sleeve_board,sleeve board,expired,labeled FREE,maybe
49,expired_syringe_prop,syringe prop,expired,opened once,maybe
49,expired_wheelchair_fold,wheelchair fold,expired,with no power cord,maybe
49,foreclosure_amp_head,amp head,foreclosure,with a note,maybe
49,foreclosure_balloon_animal_kit,balloon animal kit,foreclosure,labeled MOM,maybe
49,foreclosure_camping_stove,camping stove,foreclosure,in a trash bag,maybe
49,foreclosure_clicker_training,clicker training,foreclosure,won at carnival,maybe
49,foreclosure_customs_form_pad,customs form pad,foreclosure,with no power cord,maybe
49,foreclosure_desk_bell,desk bell,foreclosure,in a trash bag,maybe
49,foreclosure_dip_pen_set,dip pen set,foreclosure,with a dead battery,maybe
49,foreclosure_earplugs_jar,earplugs jar,foreclosure,with the wrong remote,maybe
49,foreclosure_hemming_bird,hemming bird,foreclosure,never opened,maybe
49,foreclosure_mres_expired,MREs expired,foreclosure,with instructions missing page 2,maybe
49,foreclosure_patch_bay,patch bay,foreclosure,labeled DO NOT SELL,maybe
49,foreclosure_puppet_theater,puppet theater,foreclosure,labeled DO NOT SELL,maybe
49,foreclosure_salt_mix_bucket,salt mix bucket,foreclosure,labeled FREE,maybe
49,foreclosure_shampoo_sample_bin,shampoo sample bin,foreclosure,never opened,maybe
49,foreclosure_snake_skin_shed,snake skin shed,foreclosure,with no power cord,maybe
49,foreclosure_test_tube_rack,test tube rack,foreclosure,padlocked,maybe
49,foreclosure_thermos_giant,thermos giant,foreclosure,full of sand,maybe
49,foreclosure_toothbrush_holder,toothbrush holder,foreclosure,never opened,maybe
49,foreclosure_wrist_guards,wrist guards,foreclosure,glued shut,maybe
49,lab_ant_bait,ant bait,lab,from a fire sale,maybe
49,lab_bath_pillow,bath pillow,lab,labeled FREE,maybe
49,lab_bodycam_fake,bodycam fake,lab,smelling of smoke,maybe
49,lab_button_tin,button tin,lab,with a photo,maybe
49,lab_callus_grater,callus grater,lab,with mouse droppings,maybe
49,lab_corkscrew_fancy,corkscrew fancy,lab,with a dead battery,maybe
49,lab_deodorant_stone,deodorant stone,lab,labeled MOM,maybe
49,lab_kalimba,kalimba,lab,wrapped in newspaper,maybe
49,lab_magic_8_ball,magic 8 ball,lab,smelling of perfume,maybe
49,lab_meditation_cushion,meditation cushion,lab,zip-tied,maybe
49,lab_metal_detector,metal detector,lab,full of sand,maybe
49,lab_nail_kit,nail kit,lab,zip-tied,maybe
49,lab_notary_stamp_fake,notary stamp fake,lab,never opened,maybe
49,lab_pulse_oximeter,pulse oximeter,lab,full of coins,maybe
49,lab_rackmount_empty,rackmount empty,lab,wrapped in newspaper,maybe
49,lab_scanner_flatbed,scanner flatbed,lab,from a fire sale,maybe
49,lab_speed_bag,speed bag,lab,in a trash bag,maybe
49,lab_sprinkler_oscillating,sprinkler oscillating,lab,zip-tied,maybe
49,lab_wipe_warmer,wipe warmer,lab,full of sand,maybe
49,limited_alarm_clock_windup,alarm clock windup,limited,taped shut,maybe
49,limited_ammo_can_empty,ammo can empty,limited,never opened,maybe
49,limited_answering_machine,answering machine,limited,smelling of perfume,maybe
49,limited_calligraphy_set,calligraphy set,limited,opened once,maybe
49,limited_compact_mirror,compact mirror,limited,smelling of smoke,maybe
49,limited_crucifix_wall,crucifix wall,limited,in a trash bag,maybe
49,limited_kalimba,kalimba,limited,labeled MOM,maybe
49,limited_latch_hook_kit,latch hook kit,limited,in a trash bag,maybe
49,limited_mortar_pestle,mortar pestle,limited,taped shut,maybe
49,limited_prom_dress_bag,prom dress bag,limited,with a note,maybe
49,limited_rat_trap,rat trap,limited,with a dead battery,maybe
49,limited_ship_clock,ship clock,limited,with instructions missing page 2,maybe
49,limited_shuriken_set,shuriken set,limited,smelling of perfume,maybe
49,limited_survival_kit,survival kit,limited,full of sand,maybe
49,limited_torch_kit,torch kit,limited,labeled DO NOT SELL,maybe
49,plastic_acrylic_set,acrylic set,plastic,opened once,maybe
49,plastic_bath_thermometer,bath thermometer,plastic,in a trash bag,maybe
49,plastic_chalkboard_easel,chalkboard easel,plastic,zip-tied,maybe
49,plastic_cotton_candy_spinner,cotton candy spinner,plastic,full of sand,maybe
49,plastic_flintlock_replica,flintlock replica,plastic,smelling of smoke,maybe
49,plastic_guitar_pedalboard,guitar pedalboard,plastic,full of sand,maybe
49,plastic_heat_rock,heat rock,plastic,with a dead battery,maybe
49,plastic_kong_dirty,kong dirty,plastic,full of sand,maybe
49,plastic_laserdisc,LaserDisc,plastic,won at carnival,maybe
49,plastic_parachute_toy,parachute toy,plastic,with a dead battery,maybe
49,plastic_red_light_panel,red light panel,plastic,with a dead battery,maybe
49,plastic_selfie_stick,selfie stick,plastic,wrapped in newspaper,maybe
49,plastic_uv_nail_lamp,UV nail lamp,plastic,with a note,yes
49,plastic_wind_chime,wind chime,plastic,from a fire sale,maybe
49,rusty_bike_lock,bike lock,rusty,in a trash bag,maybe
49,rusty_cb_radio,CB radio,rusty,opened once,maybe
49,rusty_cheer_megaphone,cheer megaphone,rusty,smelling of smoke,maybe
49,rusty_footlocker_camp,footlocker camp,rusty,with a receipt,maybe
49,rusty_garden_hose_kinked,garden hose kinked,rusty,never opened,maybe
49,rusty_harness_dog,harness dog,rusty,opened once,maybe
49,rusty_mezuzah,mezuzah,rusty,with a receipt,maybe
49,rusty_mood_light,mood light,rusty,zip-tied,maybe
49,rusty_newton_cradle,newton cradle,rusty,from a fire sale,maybe
49,rusty_rabbit_hutch_door,rabbit hutch door,rusty,with instructions missing page 2,maybe
49,rusty_rc_helicopter,RC helicopter,rusty,with no power cord,maybe
49,rusty_score_sheet_stack,score sheet stack,rusty,with a dead battery,maybe
49,rusty_selfie_stick,selfie stick,rusty,full of coins,maybe
49,rusty_sextant,sextant,rusty,zip-tied,maybe
49,rusty_soaker_hose,soaker hose,rusty,from a flood,maybe
49,rusty_trunk_steamer,trunk steamer,rusty,with no power cord,maybe
49,rusty_utensil_set_kids,utensil set kids,rusty,labeled DO NOT SELL,maybe
49,rusty_window_ac_unit,window AC unit,rusty,with the wrong remote,maybe
49,school_bird_bath,bird bath,school,labeled DO NOT SELL,maybe
49,school_candle_sticks_brass,candle sticks brass,school,taped shut,maybe
49,school_croquet_mallet,croquet mallet,school,never opened,maybe
49,school_cutlass_foam,cutlass foam,school,full of coins,maybe
49,school_doily_stack,doily stack,school,zip-tied,maybe
49,school_evp_recorder,EVP recorder,school,glued shut,maybe
49,school_gate_remote,gate remote,school,with instructions missing page 2,maybe
49,school_hand_truck,hand truck,school,labeled MOM,maybe
49,school_kitchen_timer,kitchen timer,school,with no power cord,maybe
49,school_makeup_case,makeup case,school,won at carnival,maybe
